bpm,internal_ts,watch_timestamp,relative_timestamp,DATA ERROR
76.0,398236000000.0,2024-09-13 00:17:12.172,0.8515822887420654,
78.0,399241000000.0,2024-09-13 00:17:13.199,0.8515822887420654,
78.0,400246000000.0,2024-09-13 00:17:14.200,2.790604591369629,
78.0,401251000000.0,2024-09-13 00:17:15.190,2.790604591369629,
77.0,402255000000.0,2024-09-13 00:17:16.194,4.857705593109131,
76.0,403260000000.0,2024-09-13 00:17:17.229,4.857705593109131,
,,2024-09-13 00:17:18.229,,SR
,,2024-09-13 00:17:19.229,,SR
75.0,406274000000.0,2024-09-13 00:17:20.239,8.84036111831665,
73.0,407278000000.0,2024-09-13 00:17:21.218,8.84036111831665,
,,2024-09-13 00:17:22.218,,SR
,,2024-09-13 00:17:23.218,,SR
69.0,410293000000.0,2024-09-13 00:17:24.230,12.804647445678713,
70.0,411297000000.0,2024-09-13 00:17:25.232,12.804647445678713,
,,2024-09-13 00:17:26.232,,SR
,,2024-09-13 00:17:27.232,,SR
,,2024-09-13 00:17:28.232,,SR
,,2024-09-13 00:17:29.232,,SR
,,2024-09-13 00:17:30.232,,SR
,,2024-09-13 00:17:31.232,,SR
,,2024-09-13 00:17:32.232,,SR
,,2024-09-13 00:17:33.232,,SR
,,2024-09-13 00:17:34.232,,SR
,,2024-09-13 00:17:35.232,,SR
,,2024-09-13 00:17:36.232,,SR
,,2024-09-13 00:17:37.232,,SR
,,2024-09-13 00:17:38.232,,SR
,,2024-09-13 00:17:39.232,,SR
,,2024-09-13 00:17:40.232,,SR
,,2024-09-13 00:17:41.232,,SR
,,2024-09-13 00:17:42.232,,SR
,,2024-09-13 00:17:43.232,,SR
,,2024-09-13 00:17:44.232,,SR
,,2024-09-13 00:17:45.232,,SR
,,2024-09-13 00:17:46.232,,SR
,,2024-09-13 00:17:47.232,,SR
,,2024-09-13 00:17:48.232,,SR
,,2024-09-13 00:17:49.232,,SR
,,2024-09-13 00:17:50.232,,SR
,,2024-09-13 00:17:51.232,,SR
,,2024-09-13 00:17:52.232,,SR
,,2024-09-13 00:17:53.232,,SR
,,2024-09-13 00:17:54.232,,SR
,,2024-09-13 00:17:55.232,,SR
,,2024-09-13 00:17:56.232,,SR
,,2024-09-13 00:17:57.232,,SR
,,2024-09-13 00:17:58.232,,SR
,,2024-09-13 00:17:59.232,,SR
,,2024-09-13 00:18:00.232,,SR
,,2024-09-13 00:18:01.232,,SR
,,2024-09-13 00:18:02.232,,SR
,,2024-09-13 00:18:03.232,,SR
69.0,450478000000.0,2024-09-13 00:18:04.437,10.186017274856567,
70.0,451482000000.0,2024-09-13 00:18:05.459,10.186017274856567,
,,2024-09-13 00:18:06.459,,SR
,,2024-09-13 00:18:07.459,,SR
,,2024-09-13 00:18:08.459,,SR
,,2024-09-13 00:18:09.459,,SR
,,2024-09-13 00:18:10.459,,SR
,,2024-09-13 00:18:11.459,,SR
,,2024-09-13 00:18:12.459,,SR
,,2024-09-13 00:18:13.459,,SR
,,2024-09-13 00:18:14.459,,SR
,,2024-09-13 00:18:15.459,,SR
,,2024-09-13 00:18:16.459,,SR
,,2024-09-13 00:18:17.459,,SR
70.0,464538000000.0,2024-09-13 00:18:18.476,2.090763807296753,
70.0,465543000000.0,2024-09-13 00:18:19.485,2.090763807296753,
