bpm,internal_ts,watch_timestamp,relative_timestamp,DATA ERROR
89.0,8186034000000.0,2023-08-20 02:33:04.955,5.248426198959351,
86.0,8187035000000.0,2023-08-20 02:33:05.960,5.248426198959351,
83.0,8188037000000.0,2023-08-20 02:33:06.960,5.248426198959351,
78.0,8189039000000.0,2023-08-20 02:33:07.959,5.248426198959351,
75.0,8190040000000.0,2023-08-20 02:33:08.979,5.248426198959351,
73.0,8191042000000.0,2023-08-20 02:33:09.974,5.248426198959351,
71.0,8192044000000.0,2023-08-20 02:33:10.963,11.198837280273438,
66.0,8193046000000.0,2023-08-20 02:33:11.968,11.198837280273438,
67.0,8194048000000.0,2023-08-20 02:33:12.976,11.198837280273438,
65.0,8195050000000.0,2023-08-20 02:33:13.971,11.198837280273438,
64.0,8196051000000.0,2023-08-20 02:33:14.973,11.198837280273438,
63.0,8197053000000.0,2023-08-20 02:33:16.006,11.198837280273438,
62.0,8198055000000.0,2023-08-20 02:33:16.976,17.20720338821411,
61.0,8199055000000.0,2023-08-20 02:33:17.991,17.20720338821411,
60.0,8200057000000.0,2023-08-20 02:33:18.978,17.20720338821411,
62.0,8201059000000.0,2023-08-20 02:33:19.983,17.20720338821411,
62.0,8202061000000.0,2023-08-20 02:33:20.975,17.20720338821411,
63.0,8203063000000.0,2023-08-20 02:33:21.977,17.20720338821411,
61.0,8204064000000.0,2023-08-20 02:33:22.978,23.274718046188354,
60.0,8205058000000.0,2023-08-20 02:33:23.983,23.274718046188354,
58.0,8206060000000.0,2023-08-20 02:33:25.013,23.274718046188354,
59.0,8207062000000.0,2023-08-20 02:33:25.983,23.274718046188354,
60.0,8208064000000.0,2023-08-20 02:33:27.000,23.274718046188354,
61.0,8209065000000.0,2023-08-20 02:33:28.000,23.274718046188354,
,,2023-08-20 02:33:29.000,,SR
,,2023-08-20 02:33:30.000,,SR
,,2023-08-20 02:33:31.000,,SR
,,2023-08-20 02:33:32.000,,SR
,,2023-08-20 02:33:33.000,,SR
62.0,8216080000000.0,2023-08-20 02:33:34.990,4.761353969573975,
61.0,8217080000000.0,2023-08-20 02:33:36.009,4.761353969573975,
63.0,8218082000000.0,2023-08-20 02:33:37.005,4.761353969573975,
64.0,8219084000000.0,2023-08-20 02:33:38.003,4.761353969573975,
63.0,8220085000000.0,2023-08-20 02:33:39.000,4.761353969573975,
64.0,8221087000000.0,2023-08-20 02:33:40.008,4.761353969573975,
66.0,8222089000000.0,2023-08-20 02:33:41.004,10.919269561767578,
65.0,8223089000000.0,2023-08-20 02:33:42.013,10.919269561767578,
64.0,8224090000000.0,2023-08-20 02:33:43.036,10.919269561767578,
65.0,8225092000000.0,2023-08-20 02:33:44.006,10.919269561767578,
65.0,8226094000000.0,2023-08-20 02:33:45.033,10.919269561767578,
64.0,8227096000000.0,2023-08-20 02:33:46.019,10.919269561767578,
63.0,8228097000000.0,2023-08-20 02:33:47.018,16.794495582580566,
63.0,8229096000000.0,2023-08-20 02:33:48.011,16.794495582580566,
63.0,8230098000000.0,2023-08-20 02:33:49.035,16.794495582580566,
65.0,8231100000000.0,2023-08-20 02:33:50.018,16.794495582580566,
65.0,8232102000000.0,2023-08-20 02:33:51.022,16.794495582580566,
67.0,8233104000000.0,2023-08-20 02:33:52.056,16.794495582580566,
66.0,8234106000000.0,2023-08-20 02:33:53.022,22.798901796340942,
65.0,8235108000000.0,2023-08-20 02:33:54.037,22.798901796340942,
65.0,8236110000000.0,2023-08-20 02:33:55.040,22.798901796340942,
65.0,8237112000000.0,2023-08-20 02:33:56.030,22.798901796340942,
67.0,8238114000000.0,2023-08-20 02:33:57.033,22.798901796340942,
68.0,8239116000000.0,2023-08-20 02:33:58.049,22.798901796340942,
67.0,8240118000000.0,2023-08-20 02:33:59.036,28.800997734069824,
67.0,8241119000000.0,2023-08-20 02:34:00.037,28.800997734069824,
65.0,8242121000000.0,2023-08-20 02:34:01.053,28.800997734069824,
64.0,8243123000000.0,2023-08-20 02:34:02.041,28.800997734069824,
63.0,8244125000000.0,2023-08-20 02:34:03.065,28.800997734069824,
63.0,8245127000000.0,2023-08-20 02:34:04.047,28.800997734069824,
,,2023-08-20 02:34:05.047,,SR
,,2023-08-20 02:34:06.047,,SR
,,2023-08-20 02:34:07.047,,SR
,,2023-08-20 02:34:08.047,,SR
,,2023-08-20 02:34:09.047,,SR
,,2023-08-20 02:34:10.047,,SR
57.0,8252137000000.0,2023-08-20 02:34:11.057,5.341476917266846,
59.0,8253139000000.0,2023-08-20 02:34:12.072,5.341476917266846,
58.0,8254141000000.0,2023-08-20 02:34:13.070,5.341476917266846,
58.0,8255143000000.0,2023-08-20 02:34:14.065,5.341476917266846,
57.0,8256145000000.0,2023-08-20 02:34:15.066,5.341476917266846,
56.0,8257147000000.0,2023-08-20 02:34:16.085,5.341476917266846,
56.0,8258149000000.0,2023-08-20 02:34:17.070,11.270268440246582,
58.0,8259152000000.0,2023-08-20 02:34:18.073,11.270268440246582,
58.0,8260154000000.0,2023-08-20 02:34:19.112,11.270268440246582,
59.0,8261156000000.0,2023-08-20 02:34:20.076,11.270268440246582,
61.0,8262158000000.0,2023-08-20 02:34:21.102,11.270268440246582,
62.0,8263160000000.0,2023-08-20 02:34:22.088,11.270268440246582,
65.0,8264163000000.0,2023-08-20 02:34:23.086,17.376954555511475,
68.0,8265165000000.0,2023-08-20 02:34:24.088,17.376954555511475,
72.0,8266167000000.0,2023-08-20 02:34:25.105,17.376954555511475,
73.0,8267169000000.0,2023-08-20 02:34:26.089,17.376954555511475,
72.0,8268172000000.0,2023-08-20 02:34:27.093,17.376954555511475,
74.0,8269174000000.0,2023-08-20 02:34:28.137,17.376954555511475,
77.0,8270176000000.0,2023-08-20 02:34:29.096,2.796702146530152,
78.0,8271178000000.0,2023-08-20 02:34:30.116,2.796702146530152,
76.0,8272180000000.0,2023-08-20 02:34:31.111,2.796702146530152,
74.0,8273182000000.0,2023-08-20 02:34:32.108,2.796702146530152,
76.0,8274184000000.0,2023-08-20 02:34:33.109,2.796702146530152,
78.0,8275187000000.0,2023-08-20 02:34:34.124,2.796702146530152,
76.0,8276189000000.0,2023-08-20 02:34:35.110,8.794343709945679,
76.0,8277191000000.0,2023-08-20 02:34:36.111,8.794343709945679,
77.0,8278194000000.0,2023-08-20 02:34:37.118,8.794343709945679,
76.0,8279196000000.0,2023-08-20 02:34:38.121,8.794343709945679,
78.0,8280198000000.0,2023-08-20 02:34:39.131,8.794343709945679,
76.0,8281201000000.0,2023-08-20 02:34:40.133,8.794343709945679,
77.0,8282204000000.0,2023-08-20 02:34:41.125,14.91632080078125,
78.0,8283207000000.0,2023-08-20 02:34:42.133,14.91632080078125,
78.0,8284209000000.0,2023-08-20 02:34:43.152,14.91632080078125,
80.0,8285212000000.0,2023-08-20 02:34:44.139,14.91632080078125,
82.0,8286214000000.0,2023-08-20 02:34:45.144,14.91632080078125,
82.0,8287217000000.0,2023-08-20 02:34:46.170,14.91632080078125,
78.0,8288220000000.0,2023-08-20 02:34:47.140,20.90945863723755,
74.0,8289222000000.0,2023-08-20 02:34:48.152,20.90945863723755,
74.0,8290224000000.0,2023-08-20 02:34:49.151,20.90945863723755,
72.0,8291227000000.0,2023-08-20 02:34:50.146,20.90945863723755,
74.0,8292230000000.0,2023-08-20 02:34:51.150,20.90945863723755,
74.0,8293232000000.0,2023-08-20 02:34:52.172,20.90945863723755,
,,2023-08-20 02:34:53.172,,SR
,,2023-08-20 02:34:54.172,,SR
,,2023-08-20 02:34:55.172,,SR
,,2023-08-20 02:34:56.172,,SR
,,2023-08-20 02:34:57.172,,SR
