bpm,internal_ts,watch_timestamp,relative_timestamp,DATA ERROR
63.0,3690758000000.0,2023-08-23 13:23:05.706,3.1252477169036865,
65.0,3691760000000.0,2023-08-23 13:23:06.726,3.1252477169036865,
66.0,3692763000000.0,2023-08-23 13:23:07.703,3.1252477169036865,
67.0,3693766000000.0,2023-08-23 13:23:08.710,3.1252477169036865,
69.0,3694768000000.0,2023-08-23 13:23:09.705,3.1252477169036865,
69.0,3695771000000.0,2023-08-23 13:23:10.710,3.1252477169036865,
69.0,3696773000000.0,2023-08-23 13:23:11.745,9.179731130599976,
68.0,3697775000000.0,2023-08-23 13:23:12.712,9.179731130599976,
67.0,3698777000000.0,2023-08-23 13:23:13.734,9.179731130599976,
68.0,3699780000000.0,2023-08-23 13:23:14.726,9.179731130599976,
69.0,3700782000000.0,2023-08-23 13:23:15.732,9.179731130599976,
69.0,3701784000000.0,2023-08-23 13:23:16.726,9.179731130599976,
68.0,3702787000000.0,2023-08-23 13:23:17.731,15.203391551971436,
67.0,3703789000000.0,2023-08-23 13:23:18.731,15.203391551971436,
66.0,3704791000000.0,2023-08-23 13:23:19.725,15.203391551971436,
65.0,3705793000000.0,2023-08-23 13:23:20.765,15.203391551971436,
64.0,3706795000000.0,2023-08-23 13:23:21.731,15.203391551971436,
64.0,3707797000000.0,2023-08-23 13:23:22.741,15.203391551971436,
,,2023-08-23 13:23:23.741,,SR
,,2023-08-23 13:23:24.741,,SR
,,2023-08-23 13:23:25.741,,SR
,,2023-08-23 13:23:26.741,,SR
,,2023-08-23 13:23:27.741,,SR
,,2023-08-23 13:23:28.741,,SR
68.0,3714811000000.0,2023-08-23 13:23:29.755,5.604135990142822,
68.0,3715814000000.0,2023-08-23 13:23:30.752,5.604135990142822,
71.0,3716816000000.0,2023-08-23 13:23:31.773,5.604135990142822,
72.0,3717819000000.0,2023-08-23 13:23:32.764,5.604135990142822,
73.0,3718821000000.0,2023-08-23 13:23:33.765,5.604135990142822,
70.0,3719824000000.0,2023-08-23 13:23:34.763,5.604135990142822,
68.0,3720826000000.0,2023-08-23 13:23:35.773,11.64812970161438,
71.0,3721828000000.0,2023-08-23 13:23:36.764,11.64812970161438,
73.0,3722830000000.0,2023-08-23 13:23:37.767,11.64812970161438,
71.0,3723833000000.0,2023-08-23 13:23:38.799,11.64812970161438,
72.0,3724836000000.0,2023-08-23 13:23:39.772,11.64812970161438,
71.0,3725838000000.0,2023-08-23 13:23:40.788,11.64812970161438,
72.0,3726840000000.0,2023-08-23 13:23:41.790,17.578187704086304,
71.0,3727843000000.0,2023-08-23 13:23:42.799,17.578187704086304,
70.0,3728845000000.0,2023-08-23 13:23:43.785,17.578187704086304,
71.0,3729847000000.0,2023-08-23 13:23:44.790,17.578187704086304,
72.0,3730850000000.0,2023-08-23 13:23:45.786,17.578187704086304,
73.0,3731852000000.0,2023-08-23 13:23:46.790,17.578187704086304,
75.0,3732855000000.0,2023-08-23 13:23:47.829,23.64635324478149,
78.0,3733857000000.0,2023-08-23 13:23:48.799,23.64635324478149,
78.0,3734859000000.0,2023-08-23 13:23:49.816,23.64635324478149,
80.0,3735862000000.0,2023-08-23 13:23:50.808,23.64635324478149,
79.0,3736864000000.0,2023-08-23 13:23:51.824,23.64635324478149,
79.0,3737867000000.0,2023-08-23 13:23:52.811,23.64635324478149,
79.0,3738870000000.0,2023-08-23 13:23:53.811,29.62700343132019,
79.0,3739872000000.0,2023-08-23 13:23:54.810,29.62700343132019,
79.0,3740875000000.0,2023-08-23 13:23:55.813,29.62700343132019,
80.0,3741878000000.0,2023-08-23 13:23:56.855,29.62700343132019,
81.0,3742880000000.0,2023-08-23 13:23:57.815,29.62700343132019,
83.0,3743882000000.0,2023-08-23 13:23:58.836,29.62700343132019,
83.0,3744884000000.0,2023-08-23 13:23:59.829,35.60909819602966,
84.0,3745886000000.0,2023-08-23 13:24:00.825,35.60909819602966,
85.0,3746886000000.0,2023-08-23 13:24:01.818,35.60909819602966,
83.0,3747888000000.0,2023-08-23 13:24:02.821,35.60909819602966,
82.0,3748890000000.0,2023-08-23 13:24:03.820,35.60909819602966,
81.0,3749892000000.0,2023-08-23 13:24:04.825,35.60909819602966,
80.0,3750895000000.0,2023-08-23 13:24:05.858,3.04677414894104,
78.0,3751897000000.0,2023-08-23 13:24:06.829,3.04677414894104,
77.0,3752895000000.0,2023-08-23 13:24:07.846,3.04677414894104,
