bpm,internal_ts,watch_timestamp,relative_timestamp,DATA ERROR
84.0,472030000000.0,2023-12-17 04:08:31.001,2.159221649169922,
85.0,473031000000.0,2023-12-17 04:08:31.991,2.159221649169922,
84.0,474033000000.0,2023-12-17 04:08:32.995,2.159221649169922,
83.0,475035000000.0,2023-12-17 04:08:33.998,2.159221649169922,
85.0,476037000000.0,2023-12-17 04:08:34.996,2.159221649169922,
86.0,477037000000.0,2023-12-17 04:08:35.999,2.159221649169922,
85.0,478038000000.0,2023-12-17 04:08:36.999,8.407463550567627,
86.0,479040000000.0,2023-12-17 04:08:38.002,8.407463550567627,
86.0,480042000000.0,2023-12-17 04:08:39.010,8.407463550567627,
87.0,481044000000.0,2023-12-17 04:08:40.006,8.407463550567627,
87.0,482047000000.0,2023-12-17 04:08:41.026,8.407463550567627,
86.0,483049000000.0,2023-12-17 04:08:42.026,8.407463550567627,
,,2023-12-17 04:08:43.026,,SR
,,2023-12-17 04:08:44.026,,SR
,,2023-12-17 04:08:45.026,,SR
,,2023-12-17 04:08:46.026,,SR
,,2023-12-17 04:08:47.026,,SR
,,2023-12-17 04:08:48.026,,SR
,,2023-12-17 04:08:49.026,,SR
,,2023-12-17 04:08:50.026,,SR
,,2023-12-17 04:08:51.026,,SR
,,2023-12-17 04:08:52.026,,SR
,,2023-12-17 04:08:53.026,,SR
,,2023-12-17 04:08:54.026,,SR
88.0,496074000000.0,2023-12-17 04:08:55.039,26.52867126464844,
87.0,497076000000.0,2023-12-17 04:08:56.041,26.52867126464844,
87.0,498078000000.0,2023-12-17 04:08:57.082,26.52867126464844,
88.0,499080000000.0,2023-12-17 04:08:58.050,26.52867126464844,
90.0,500082000000.0,2023-12-17 04:08:59.059,26.52867126464844,
90.0,501085000000.0,2023-12-17 04:09:00.058,26.52867126464844,
