bpm,internal_ts,watch_timestamp,relative_timestamp,DATA ERROR
71.0,346722000000.0,2024-09-13 22:32:37.664,1.726968765258789,
72.0,347727000000.0,2024-09-13 22:32:38.703,1.726968765258789,
72.0,348733000000.0,2024-09-13 22:32:39.673,3.6384685039520255,
72.0,349738000000.0,2024-09-13 22:32:40.684,3.6384685039520255,
,,2024-09-13 22:32:41.684,,SR
,,2024-09-13 22:32:42.684,,SR
,,2024-09-13 22:32:43.684,,SR
,,2024-09-13 22:32:44.684,,SR
,,2024-09-13 22:32:45.684,,SR
,,2024-09-13 22:32:46.684,,SR
73.0,356767000000.0,2024-09-13 22:32:47.738,11.824944019317629,
73.0,357772000000.0,2024-09-13 22:32:48.715,11.824944019317629,
74.0,358777000000.0,2024-09-13 22:32:49.713,13.754168033599854,
72.0,359781000000.0,2024-09-13 22:32:50.729,13.754168033599854,
,,2024-09-13 22:32:51.729,,SR
,,2024-09-13 22:32:52.729,,SR
68.0,362796000000.0,2024-09-13 22:32:53.767,17.809999704360962,
68.0,363800000000.0,2024-09-13 22:32:54.741,17.809999704360962,
