bpm,internal_ts,watch_timestamp,relative_timestamp,DATA ERROR
79.0,265618357000000.0,2024-07-23 14:35:44.354,0.0977485179901123,
79.0,265619356000000.0,2024-07-23 14:35:45.332,0.0977485179901123,
,,2024-07-23 14:35:46.332,,SR
,,2024-07-23 14:35:47.332,,SR
,,2024-07-23 14:35:48.332,,SR
,,2024-07-23 14:35:49.332,,SR
75.0,265624351000000.0,2024-07-23 14:35:50.349,6.112085580825806,
74.0,265625349000000.0,2024-07-23 14:35:51.326,6.112085580825806,
74.0,265626348000000.0,2024-07-23 14:35:52.327,8.180452108383179,
73.0,265627347000000.0,2024-07-23 14:35:53.361,8.180452108383179,
,,2024-07-23 14:35:54.361,,SR
71.0,265630344000000.0,2024-07-23 14:35:56.345,12.217215538024902,
70.0,265631344000000.0,2024-07-23 14:35:57.320,12.217215538024902,
69.0,265632343000000.0,2024-07-23 14:35:58.317,14.121907234191896,
68.0,265633342000000.0,2024-07-23 14:35:59.337,14.121907234191896,
68.0,265634341000000.0,2024-07-23 14:36:00.322,16.062620401382446,
69.0,265635341000000.0,2024-07-23 14:36:01.317,16.062620401382446,
69.0,265636340000000.0,2024-07-23 14:36:02.338,18.345492839813232,
72.0,265637339000000.0,2024-07-23 14:36:03.318,18.345492839813232,
72.0,265638338000000.0,2024-07-23 14:36:04.315,20.145771741867065,
72.0,265639338000000.0,2024-07-23 14:36:05.333,20.145771741867065,
70.0,265640337000000.0,2024-07-23 14:36:06.315,22.123966217041016,
69.0,265641336000000.0,2024-07-23 14:36:07.318,22.123966217041016,
68.0,265642335000000.0,2024-07-23 14:36:08.314,24.115659952163696,
68.0,265643334000000.0,2024-07-23 14:36:09.310,24.115659952163696,
67.0,265644333000000.0,2024-07-23 14:36:10.309,26.154334545135494,
66.0,265645331000000.0,2024-07-23 14:36:11.319,26.154334545135494,
65.0,265646330000000.0,2024-07-23 14:36:12.315,28.117979764938354,
64.0,265647329000000.0,2024-07-23 14:36:13.311,28.117979764938354,
65.0,265648328000000.0,2024-07-23 14:36:14.329,30.081885814666748,
65.0,265649327000000.0,2024-07-23 14:36:15.303,30.081885814666748,
65.0,265650326000000.0,2024-07-23 14:36:16.306,32.11920690536499,
65.0,265651325000000.0,2024-07-23 14:36:17.319,32.11920690536499,
64.0,265652324000000.0,2024-07-23 14:36:18.307,34.14273548126221,
65.0,265653323000000.0,2024-07-23 14:36:19.313,34.14273548126221,
,,2024-07-23 14:36:20.313,,SR
,,2024-07-23 14:36:21.313,,SR
,,2024-07-23 14:36:22.313,,SR
65.0,265658318000000.0,2024-07-23 14:36:24.298,1.5859096050262451,
65.0,265659317000000.0,2024-07-23 14:36:25.301,1.5859096050262451,
65.0,265660317000000.0,2024-07-23 14:36:26.316,3.5716335773468018,
65.0,265661317000000.0,2024-07-23 14:36:27.293,3.5716335773468018,
64.0,265662316000000.0,2024-07-23 14:36:28.289,5.588109731674194,
64.0,265663315000000.0,2024-07-23 14:36:29.313,5.588109731674194,
